Nama_File,Kelas,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Hist_R_bin0,Hist_R_bin1,Hist_R_bin2,Hist_R_bin3,Hist_R_bin4,Hist_R_bin5,Hist_R_bin6,Hist_R_bin7,Hist_R_bin8,Hist_R_bin9,Hist_G_bin0,Hist_G_bin1,Hist_G_bin2,Hist_G_bin3,Hist_G_bin4,Hist_G_bin5,Hist_G_bin6,Hist_G_bin7,Hist_G_bin8,Hist_G_bin9,Hist_B_bin0,Hist_B_bin1,Hist_B_bin2,Hist_B_bin3,Hist_B_bin4,Hist_B_bin5,Hist_B_bin6,Hist_B_bin7,Hist_B_bin8,Hist_B_bin9
200039.jpg,Bali_Barong,171.46539306640625,140.576171875,93.7886962890625,64.8947899549393,58.774364824647584,53.4137319598112,14.0,1111.0,1374.0,848.0,782.0,827.0,1030.0,5668.0,1508.0,3222.0,165.0,2051.0,1000.0,838.0,1114.0,1552.0,5938.0,1573.0,1326.0,827.0,1830.0,2128.0,1930.0,1788.0,6087.0,983.0,495.0,342.0,247.0,554.0
200016.jpg,Bali_Barong,54.981201171875,165.854736328125,148.2667236328125,33.22234205829619,77.97903406017429,68.15816567335732,3106.0,5968.0,2793.0,2342.0,1949.0,210.0,12.0,4.0,0.0,0.0,2728.0,484.0,183.0,153.0,170.0,165.0,374.0,5960.0,3394.0,2773.0,2636.0,619.0,186.0,169.0,202.0,180.0,5810.0,3674.0,2895.0,13.0
200011.jpg,Bali_Barong,75.95782470703125,63.360595703125,76.7520751953125,46.10658445315512,43.856837743191626,48.1550325638028,500.0,5593.0,4127.0,2460.0,1505.0,801.0,545.0,349.0,501.0,3.0,2521.0,5789.0,3024.0,2297.0,1454.0,577.0,189.0,71.0,462.0,0.0,1834.0,4701.0,2766.0,1958.0,2366.0,1623.0,613.0,133.0,390.0,0.0
200031.jpg,Bali_Barong,134.63739013671875,119.29840087890625,110.4359130859375,82.70539459928064,81.54668268790041,79.54567522848082,2404.0,2261.0,754.0,567.0,824.0,1263.0,1608.0,1865.0,2796.0,2042.0,3655.0,1530.0,830.0,991.0,1242.0,1234.0,1467.0,1877.0,2425.0,1133.0,3543.0,2122.0,1183.0,1148.0,1197.0,1226.0,1357.0,1694.0,1962.0,952.0
200034.jpg,Bali_Barong,196.2640380859375,64.89849853515625,55.4813232421875,54.71473974009814,50.60027740948613,49.009739922115536,0.0,83.0,561.0,751.0,996.0,1209.0,1482.0,1991.0,3225.0,6086.0,1657.0,6367.0,4951.0,1248.0,473.0,608.0,259.0,155.0,37.0,629.0,2500.0,7930.0,3993.0,412.0,251.0,381.0,154.0,101.0,37.0,625.0
200027.jpg,Bali_Barong,108.4669189453125,83.94366455078125,80.43463134765625,80.67373242208052,62.95433351289617,53.91443325010029,4363.0,1440.0,1252.0,1042.0,906.0,1357.0,2146.0,1476.0,964.0,1438.0,4127.0,2059.0,2048.0,2229.0,2503.0,1540.0,359.0,200.0,489.0,830.0,806.0,5359.0,3307.0,2891.0,1739.0,537.0,301.0,419.0,526.0,499.0
200033.jpg,Bali_Barong,159.61029052734375,138.3018798828125,142.28277587890625,53.912091341686825,57.51424378928702,61.32909677739531,110.0,976.0,948.0,968.0,1190.0,1180.0,1830.0,6591.0,2586.0,5.0,791.0,1233.0,1208.0,1326.0,1371.0,1323.0,2626.0,6504.0,2.0,0.0,646.0,1538.0,1316.0,1202.0,1115.0,955.0,1807.0,7293.0,511.0,1.0
200030.jpg,Bali_Barong,77.9395751953125,61.0181884765625,50.19805908203125,77.78259974732366,75.46146792144324,69.33682098831765,7168.0,1067.0,1356.0,1370.0,1115.0,1048.0,748.0,914.0,520.0,1078.0,8143.0,1445.0,1367.0,1119.0,1094.0,592.0,876.0,495.0,354.0,899.0,9156.0,1648.0,1267.0,1042.0,707.0,795.0,409.0,270.0,452.0,638.0
20007.jpg,Bali_Barong,159.7044677734375,132.1871337890625,84.3162841796875,54.325669654034755,46.39748855095086,41.947975282882304,372.0,877.0,857.0,845.0,756.0,780.0,3376.0,5985.0,2468.0,68.0,529.0,1039.0,935.0,911.0,1814.0,5633.0,3030.0,2413.0,80.0,0.0,854.0,3135.0,4328.0,2353.0,2280.0,2397.0,1003.0,33.0,1.0,0.0
200038.jpg,Bali_Barong,159.7044677734375,132.1871337890625,84.3162841796875,54.325669654034755,46.39748855095086,41.947975282882304,372.0,877.0,857.0,845.0,756.0,780.0,3376.0,5985.0,2468.0,68.0,529.0,1039.0,935.0,911.0,1814.0,5633.0,3030.0,2413.0,80.0,0.0,854.0,3135.0,4328.0,2353.0,2280.0,2397.0,1003.0,33.0,1.0,0.0
20001.jpg,Bali_Barong,164.31494140625,160.60638427734375,157.3304443359375,64.66807382218498,65.41487498943688,66.74428072626033,48.0,1021.0,1405.0,856.0,1067.0,2584.0,1152.0,1977.0,3296.0,2978.0,73.0,1093.0,1450.0,963.0,1537.0,2183.0,1094.0,1723.0,3779.0,2489.0,175.0,829.0,1774.0,1308.0,1588.0,1818.0,1662.0,1493.0,3099.0,2638.0
200015.jpg,Bali_Barong,108.99737548828125,84.6646728515625,81.14898681640625,77.5117331746003,61.50778705337659,52.924338015619746,3865.0,1452.0,1472.0,1250.0,1018.0,1497.0,2188.0,1521.0,824.0,1297.0,3832.0,2028.0,2066.0,2484.0,2680.0,1456.0,357.0,220.0,562.0,699.0,928.0,4879.0,3233.0,3323.0,1702.0,590.0,339.0,430.0,557.0,403.0
200035.jpg,Bali_Barong,140.78753662109375,116.58203125,149.691162109375,61.750966381563835,53.580601378821896,60.672321294852004,48.0,1330.0,1438.0,1627.0,2593.0,2935.0,2061.0,1416.0,985.0,1951.0,236.0,1780.0,1716.0,2520.0,3963.0,2891.0,1454.0,699.0,249.0,876.0,76.0,803.0,1551.0,1542.0,1959.0,2316.0,2677.0,1979.0,1502.0,1979.0
20003.jpg,Bali_Barong,185.0592041015625,171.4273681640625,163.24395751953125,85.74019273449177,81.25160814518632,77.44429225066757,1919.0,715.0,498.0,428.0,432.0,429.0,476.0,525.0,1178.0,9784.0,2226.0,588.0,463.0,440.0,437.0,456.0,482.0,640.0,9049.0,1603.0,2297.0,565.0,496.0,431.0,451.0,459.0,503.0,1780.0,9033.0,369.0
20006.jpg,Bali_Barong,136.548095703125,119.22332763671875,117.170166015625,95.1181811744124,91.93106543093921,88.08179126090847,3615.0,1242.0,1074.0,776.0,721.0,1079.0,1417.0,1052.0,684.0,4724.0,3652.0,1529.0,1630.0,1611.0,1716.0,1085.0,308.0,169.0,526.0,4158.0,1102.0,4186.0,2365.0,2034.0,1229.0,409.0,263.0,349.0,527.0,3920.0
400025.jpg,DKI_Ondel_Ondel,173.37249755859375,101.4345703125,156.85498046875,82.51678763832395,70.02045593417277,47.55363146826887,26.0,1004.0,2614.0,1755.0,629.0,495.0,658.0,706.0,1082.0,7415.0,415.0,3452.0,5688.0,1016.0,808.0,955.0,799.0,833.0,938.0,1480.0,3.0,127.0,689.0,1053.0,2196.0,3281.0,4966.0,1145.0,1125.0,1799.0
400020.jpg,DKI_Ondel_Ondel,165.680908203125,58.73785400390625,71.99530029296875,46.057745331643645,66.09305789887571,60.66143126441913,537.0,380.0,283.0,308.0,549.0,1258.0,5661.0,5409.0,1497.0,502.0,9194.0,1014.0,750.0,698.0,795.0,1119.0,1972.0,745.0,95.0,2.0,2418.0,7421.0,1069.0,932.0,1135.0,949.0,972.0,807.0,458.0,223.0
40003.jpg,DKI_Ondel_Ondel,65.08502197265625,161.11614990234375,104.68182373046875,84.29025205836491,41.92120670033133,48.14983781423142,9982.0,551.0,591.0,522.0,587.0,529.0,632.0,896.0,1180.0,914.0,205.0,435.0,247.0,283.0,987.0,3080.0,6242.0,3184.0,946.0,775.0,542.0,687.0,3014.0,4681.0,4285.0,812.0,718.0,603.0,603.0,439.0
400021.jpg,DKI_Ondel_Ondel,88.87213134765625,176.2724609375,73.67559814453125,84.03965590333775,44.54979995656938,73.31117576100725,6622.0,1435.0,860.0,754.0,892.0,918.0,1076.0,1396.0,1663.0,768.0,59.0,261.0,463.0,408.0,851.0,1098.0,4137.0,5590.0,1671.0,1846.0,7316.0,1066.0,929.0,951.0,1415.0,1402.0,1389.0,1183.0,531.0,202.0
400015.jpg,DKI_Ondel_Ondel,204.408935546875,69.72735595703125,80.70135498046875,22.19976296765496,56.202668399675545,62.26704423663425,0.0,0.0,0.0,0.0,0.0,27.0,1661.0,6646.0,5662.0,2388.0,3777.0,5901.0,1033.0,1375.0,1023.0,970.0,1169.0,970.0,165.0,1.0,1789.0,7454.0,948.0,561.0,760.0,1806.0,1235.0,1257.0,572.0,2.0
400010.jpg,DKI_Ondel_Ondel,58.0286865234375,155.6143798828125,90.52581787109375,81.18437498396165,45.79730657268744,44.02551298279748,10530.0,652.0,655.0,581.0,456.0,495.0,478.0,688.0,748.0,1101.0,312.0,520.0,315.0,484.0,1838.0,2937.0,4709.0,3725.0,1114.0,430.0,760.0,1918.0,3517.0,4629.0,3410.0,628.0,580.0,478.0,333.0,131.0
400037.jpg,DKI_Ondel_Ondel,195.7989501953125,84.90899658203125,74.81402587890625,37.23515832515652,54.173365209870475,53.819257443136365,1.0,103.0,346.0,281.0,329.0,466.0,1357.0,5580.0,6277.0,1644.0,306.0,6316.0,3531.0,863.0,996.0,1402.0,1699.0,1016.0,194.0,61.0,1038.0,7916.0,1649.0,1196.0,1264.0,1257.0,1085.0,584.0,305.0,90.0
400039.jpg,DKI_Ondel_Ondel,143.1734619140625,106.5533447265625,100.0330810546875,82.60133935659537,71.19095577134095,54.33610097818032,21.0,4844.0,934.0,509.0,560.0,535.0,847.0,2200.0,2972.0,2962.0,1565.0,4011.0,1984.0,1227.0,977.0,939.0,1028.0,3111.0,1465.0,77.0,226.0,4364.0,1651.0,2819.0,1794.0,1874.0,2168.0,1100.0,340.0,48.0
400036.jpg,DKI_Ondel_Ondel,207.5169677734375,164.05340576171875,71.11053466796875,57.7232415278741,48.32233933068904,63.98484852812751,430.0,266.0,259.0,331.0,561.0,749.0,535.0,672.0,3565.0,9016.0,565.0,561.0,408.0,403.0,465.0,615.0,4600.0,7431.0,1137.0,199.0,6093.0,3020.0,1302.0,1142.0,1240.0,1048.0,1010.0,792.0,511.0,226.0
40008.jpg,DKI_Ondel_Ondel,163.59515380859375,77.77496337890625,39.78765869140625,38.174117994000824,32.567005080985695,36.533853181104625,42.0,523.0,422.0,452.0,453.0,1704.0,6080.0,6030.0,631.0,47.0,125.0,2365.0,8089.0,1917.0,2208.0,1180.0,431.0,68.0,1.0,0.0,9639.0,2023.0,1806.0,1505.0,892.0,339.0,124.0,54.0,2.0,0.0
400030.jpg,DKI_Ondel_Ondel,85.5511474609375,26.67840576171875,28.7734375,29.91161820210484,37.686850993289895,39.851862685107406,0.0,5.0,10479.0,809.0,2601.0,2350.0,135.0,5.0,0.0,0.0,12537.0,885.0,525.0,726.0,1327.0,376.0,8.0,0.0,0.0,0.0,12586.0,729.0,478.0,573.0,1336.0,662.0,20.0,0.0,0.0,0.0
400023.jpg,DKI_Ondel_Ondel,94.19659423828125,29.21337890625,30.6910400390625,30.402293078581152,38.987828650989655,41.24939337613085,0.0,0.0,9052.0,1432.0,1792.0,3874.0,229.0,5.0,0.0,0.0,12078.0,1192.0,564.0,695.0,1191.0,650.0,14.0,0.0,0.0,0.0,12260.0,906.0,529.0,586.0,1087.0,972.0,44.0,0.0,0.0,0.0
400035.jpg,DKI_Ondel_Ondel,82.757568359375,71.81805419921875,61.4486083984375,77.66678478810294,73.26410739471508,60.00633243371466,6847.0,919.0,747.0,923.0,1340.0,1065.0,1218.0,2737.0,562.0,26.0,7533.0,1236.0,957.0,851.0,901.0,879.0,1750.0,2224.0,53.0,0.0,7131.0,1637.0,1584.0,1514.0,1466.0,1337.0,1009.0,587.0,119.0,0.0
400013.jpg,DKI_Ondel_Ondel,76.96173095703125,139.40692138671875,162.85296630859375,28.330037129203856,48.64818598321151,45.27776470088196,919.0,1580.0,5531.0,5435.0,2280.0,574.0,59.0,5.0,1.0,0.0,296.0,979.0,1100.0,1343.0,1623.0,2313.0,4779.0,3741.0,208.0,2.0,2.0,298.0,869.0,996.0,1350.0,1635.0,3217.0,5386.0,2549.0,82.0
400014.jpg,DKI_Ondel_Ondel,183.54754638671875,134.31890869140625,46.48651123046875,42.674787753999695,32.47287846527875,54.12542683222694,38.0,417.0,356.0,362.0,667.0,924.0,1281.0,5566.0,6701.0,72.0,52.0,765.0,652.0,654.0,1478.0,9650.0,2575.0,554.0,4.0,0.0,9025.0,1232.0,1135.0,1378.0,1738.0,1198.0,540.0,128.0,10.0,0.0
400016.jpg,DKI_Ondel_Ondel,192.5062255859375,62.56842041015625,73.00970458984375,36.791884750685234,50.55242634019621,55.39174202028884,0.0,0.0,0.0,315.0,1260.0,910.0,1751.0,4175.0,6346.0,1627.0,3493.0,6560.0,1446.0,1476.0,1021.0,845.0,925.0,533.0,85.0,0.0,2370.0,6462.0,1985.0,1009.0,928.0,1445.0,1148.0,833.0,203.0,1.0
400031.jpg,DKI_Ondel_Ondel,195.9169921875,137.9359130859375,47.43023681640625,36.31289592533641,32.902112294705084,43.944220306345066,0.0,265.0,308.0,93.0,266.0,822.0,611.0,4488.0,8884.0,647.0,25.0,639.0,992.0,381.0,732.0,9167.0,3978.0,470.0,0.0,0.0,6808.0,3362.0,2645.0,1369.0,922.0,744.0,446.0,88.0,0.0,0.0
300011.jpg,Bali_Merak,134.6055908203125,113.36273193359375,93.78851318359375,68.33946733689959,58.042386731390565,47.371028005758156,6.0,3620.0,1469.0,570.0,1091.0,1934.0,2774.0,1971.0,1374.0,1575.0,51.0,4681.0,746.0,1121.0,2267.0,2913.0,2032.0,1555.0,1015.0,3.0,550.0,4420.0,1426.0,2429.0,2973.0,2326.0,1926.0,326.0,8.0,0.0
300032.jpg,Bali_Merak,76.8604736328125,78.05987548828125,76.4920654296875,79.09524281958893,74.7733302676713,71.9776691005757,5484.0,4058.0,662.0,505.0,582.0,926.0,1412.0,1256.0,934.0,565.0,5052.0,3537.0,874.0,885.0,1383.0,1391.0,968.0,938.0,846.0,510.0,4382.0,4223.0,1186.0,906.0,1406.0,1243.0,934.0,887.0,798.0,419.0
300013.jpg,Bali_Merak,135.021484375,114.24102783203125,108.52294921875,71.17709933723245,73.637430301591,56.653444331155704,94.0,3488.0,1191.0,943.0,1434.0,1682.0,1823.0,2104.0,2153.0,1472.0,3555.0,1104.0,771.0,1130.0,1893.0,2001.0,2141.0,1916.0,1214.0,659.0,19.0,2589.0,3614.0,2751.0,1670.0,1510.0,1664.0,1434.0,782.0,351.0
300027.jpg,Bali_Merak,96.3131103515625,58.99365234375,39.199462890625,83.30605932644693,56.29040396770914,42.728244643754245,4600.0,2562.0,888.0,716.0,926.0,1257.0,1667.0,1583.0,1366.0,819.0,6521.0,2263.0,1369.0,1791.0,2190.0,1422.0,462.0,127.0,118.0,121.0,8025.0,3007.0,2330.0,1562.0,755.0,335.0,170.0,127.0,66.0,7.0
300026.jpg,Bali_Merak,106.73651123046875,83.35723876953125,59.58868408203125,58.55732592817295,50.08334854866883,43.800227266203706,1795.0,1570.0,1693.0,1684.0,3041.0,3129.0,1604.0,1199.0,635.0,34.0,1916.0,2778.0,2245.0,3507.0,2969.0,1392.0,1032.0,384.0,161.0,0.0,3937.0,3609.0,4042.0,2217.0,1238.0,694.0,352.0,242.0,51.0,2.0
300029.jpg,Bali_Merak,148.49566650390625,125.183837890625,101.65460205078125,68.78845324309978,58.79889830525076,48.260585682646166,1.0,2676.0,1519.0,481.0,774.0,1514.0,2961.0,2626.0,1500.0,2332.0,24.0,3833.0,684.0,736.0,1869.0,3144.0,2733.0,1798.0,1555.0,8.0,501.0,3652.0,1182.0,2347.0,3007.0,2720.0,2425.0,526.0,23.0,1.0
300020.jpg,Bali_Merak,105.1273193359375,83.13812255859375,66.19146728515625,83.92128095547977,71.32525512290708,63.99790110345508,4874.0,1265.0,1049.0,948.0,1349.0,1310.0,1287.0,1370.0,1606.0,1326.0,5531.0,1347.0,1316.0,1485.0,1757.0,1656.0,1320.0,974.0,684.0,314.0,6423.0,1964.0,1775.0,1455.0,1464.0,1170.0,981.0,642.0,414.0,96.0
300038.jpg,Bali_Merak,143.35931396484375,131.4913330078125,133.0145263671875,82.78261316482934,86.56873030422018,82.83865246788841,621.0,2509.0,2083.0,1370.0,1243.0,824.0,495.0,1502.0,1401.0,4336.0,899.0,3357.0,2612.0,1230.0,765.0,472.0,306.0,1397.0,1222.0,4124.0,697.0,2331.0,3180.0,2076.0,831.0,396.0,288.0,1369.0,1316.0,3900.0
300040.jpg,Bali_Merak,107.27752685546875,90.894287109375,87.68701171875,80.40533646873565,74.86421175526982,73.39778804765798,4276.0,667.0,1058.0,1434.0,1611.0,1715.0,1872.0,1535.0,1267.0,949.0,4707.0,1329.0,1416.0,1553.0,1737.0,1656.0,1485.0,1135.0,864.0,502.0,4798.0,1442.0,1451.0,1654.0,1724.0,1598.0,1474.0,1054.0,755.0,434.0
300034.jpg,Bali_Merak,105.9918212890625,89.939697265625,74.44061279296875,81.7939674238682,69.02178806607402,56.40780393907297,3329.0,3182.0,1091.0,383.0,869.0,1419.0,2103.0,1681.0,1125.0,1202.0,3344.0,3977.0,495.0,785.0,1727.0,2291.0,1778.0,1222.0,763.0,2.0,3714.0,3714.0,1081.0,1897.0,2308.0,1927.0,1490.0,244.0,9.0,0.0
30004.jpg,Bali_Merak,85.74127197265625,65.61553955078125,61.17340087890625,69.46193184982364,60.15104141594806,54.094890928946946,3399.0,4953.0,785.0,773.0,1298.0,1911.0,1172.0,881.0,597.0,615.0,4771.0,5367.0,920.0,976.0,1257.0,1230.0,818.0,449.0,271.0,325.0,3203.0,7393.0,1177.0,1250.0,1175.0,824.0,515.0,331.0,299.0,217.0
300036.jpg,Bali_Merak,84.07537841796875,42.2703857421875,22.12017822265625,84.56867958426808,51.5289072574995,42.20109761267271,6674.0,1280.0,1002.0,754.0,876.0,1030.0,1497.0,1590.0,859.0,822.0,8496.0,1795.0,2624.0,1891.0,504.0,311.0,234.0,190.0,148.0,191.0,12165.0,2228.0,689.0,411.0,279.0,167.0,128.0,73.0,43.0,201.0
300017.jpg,Bali_Merak,104.41302490234375,89.3609619140625,75.32476806640625,83.69845299623215,73.86425011975962,65.96180725558933,5232.0,917.0,853.0,815.0,1070.0,1673.0,1925.0,1338.0,1410.0,1151.0,5664.0,801.0,852.0,1021.0,1674.0,2546.0,1770.0,1121.0,662.0,273.0,5958.0,927.0,1296.0,2041.0,2186.0,1534.0,1254.0,712.0,410.0,66.0
300039.jpg,Bali_Merak,107.27752685546875,90.894287109375,87.68701171875,80.40533646873565,74.86421175526982,73.39778804765798,4276.0,667.0,1058.0,1434.0,1611.0,1715.0,1872.0,1535.0,1267.0,949.0,4707.0,1329.0,1416.0,1553.0,1737.0,1656.0,1485.0,1135.0,864.0,502.0,4798.0,1442.0,1451.0,1654.0,1724.0,1598.0,1474.0,1054.0,755.0,434.0
